pid,start_time,end_time,epoch_start,epoch_end,complete_title,media_type,masterbrand,service,brand_pid,is_clip,categories,tags
b00qs991,1265877578,1266482378,2010-02-11T08:39:38,2010-02-18T08:39:38,panorama:_are_you_a_danger_to_kids?,video,bbc_one,bbc_one,b006t14n,0,[signed:1:signed.9100007:1:news],[child_protection.pedophilia]
b00qj2nq,1265881620,1266486420,2010-02-11T09:47:00,2010-02-18T09:47:00,in_our_time:_mathematics_unintended_consequences,audio,bbc_radio_four,bbc_radio_four,b006qykl,0,[9100005:1:factual.9200041:2:arts_culture_and_the_media],[mathematics]
b00qckbw,1265887395,1266492195,2010-02-11T11:23:15,2010-02-18T11:23:15,in_our_time:_ibn_khaldun,audio,bbc_radio_four,bbc_radio_four,b006qykl,0,[9100005:1:factual.9200041:2:arts_culture_and_the_media.9200055:2:history],[middle_ages.history.philosophy]
b00qf5wp,1265898380,1266503180,2010-02-11T14:26:20,2010-02-18T14:26:20,2010:_space_odyssey_to_europa,audio,bbc_radio_four,bbc_radio_four,,0,[9100005:1:factual.9200059:2:science_and_nature],[voyager_program.jupiter.europa_(moon).io_(moon).ganymede_(moon).callisto_(moon).galileo_galilei.galileo_(spacecraft).astronomy.outer_space.nasa.extraterrestrial_life]
b00qf7bq,1265941719,1266546519,2010-02-12T02:28:39,2010-02-19T02:28:39,any_questions?:_05/02/2010,audio,bbc_radio_four,bbc_radio_four,b006qgvj,0,[9100005:1:factual.9200058:2:politics],[]
b00qldxv,1265994120,1266598920,2010-02-12T17:02:00,2010-02-19T17:02:00,the_film_programme:_12/02/2010,audio,bbc_radio_four,bbc_radio_four,b006r5jt,0,[9100005:1:factual.9200041:2:arts_culture_and_the_media],[film.fashion.cinema_of_the_united_kingdom]
b00qfzc1,1266029440,1266634240,2010-02-13T02:50:40,2010-02-20T02:50:40,from_our_own_correspondent:_06/02/2010,audio,bbc_radio_four,bbc_radio_four,b006qjlq,0,[9100005:1:factual],[south_africa.mexico.france.peoples_republic_of_china]
b00nd4ly,1266057221,1266662021,2010-02-13T10:33:41,2010-02-20T10:33:41,i_can_cook:_series_1:_fish_triple-decker,video,cbeebies,cbeebies,b00w1ddl,0,[signed:1:signed.9100004:1:learning.9200037:2:pre-school.9100001:1:childrens.9200001:2:activities],[]
b00qzd8s,1266062460,1266667260,2010-02-13T12:01:00,2010-02-20T12:01:00,click:_13/02/2010,video,bbc_news24,bbc_news24,b006m9ry,0,[9100007:1:news.9100005:1:factual.9200059:2:science_and_nature],[]
b00qn1ly,1266076920,1266681720,2010-02-13T16:02:00,2010-02-20T16:02:00,world_routes:_world_routes_in_istanbul:_selim_sesler_troubadour_songs_and_an_alevi_ceremony,audio,bbc_radio_three,bbc_radio_three,b006tnmp,0,[9100006:1:music.9200072:2:world],[istanbul.turkey.music_of_turkey]
b00pdzdp,1266093462,1266698262,2010-02-13T20:37:42,2010-02-20T20:37:42,the_art_of_russia:_roads_to_revolution,video,bbc_four,bbc_four,,0,[dubbedaudiodescribed:1:audio_described.signed:1:signed.9100005:1:factual.9200041:2:arts_culture_and_the_media.9200055:2:history],[art.the_arts.20th_century_art.ilya_repin.faberg∆∏_egg.wassily_kandinsky.russian_avant-garde]
b00qg1hs,1266114783,1266719583,2010-02-14T02:33:03,2010-02-21T02:33:03,bookclub:_clive_james,audio,bbc_radio_four,bbc_radio_four,b006s5sf,0,[9100005:1:factual.9200041:2:arts_culture_and_the_media],[clive_james]
p00617by,1266200884,1266805684,2010-02-15T02:28:04,2010-02-22T02:28:04,the_interview:_06/02/10_carlos_ghosn,audio,bbc_world_service,bbc_world_service,p002vsnh,0,[9100005:1:factual],[]
b00qn1m0,1266234322,1266839122,2010-02-15T11:45:22,2010-02-22T11:45:22,jazz_library:_keith_tippett,audio,bbc_radio_three,bbc_radio_three,b006x41z,0,[9100005:1:factual.9200041:2:arts_culture_and_the_media.9100006:1:music.9200113:2:jazz_and_blues],[]
b00qyvsq,1266255360,1266860160,2010-02-15T17:36:00,2010-02-22T17:36:00,mi_high:_series_4:_black_hole,video,cbbc,bbc_hd,b006v8z9,0,[signed:1:signed.9100001:1:childrens.9200003:2:drama],[]
b00qykm2,1266267660,1266872460,2010-02-15T21:01:00,2010-02-22T21:01:00,panorama:_why_do_you_hate_me?,video,bbc_one,bbc_one,b006t14n,0,[signed:1:signed.9100007:1:news],[disability.wheelchair.hate_crime]
b00qmb8h,1266281400,1266886200,2010-02-16T00:50:00,2010-02-23T00:50:00,a_history_of_the_world_in_100_objects:_old_world_new_powers_(1100_-_300_bc):_lachish_reliefs,audio,bbc_radio_four,bbc_radio_four,b00nrtd2,0,[9100005:1:factual.9200055:2:history],[british_museum.paddy_ashdown.antony_beevor]
b00p3pvl,1266281968,1266886768,2010-02-16T00:59:28,2010-02-23T00:59:28,doctor_who:_dreamland,video,cbbc,bbc_two,,0,[dubbedaudiodescribed:1:audio_described.9100001:1:childrens.9200003:2:drama.9200999:2:animation],[]
b00qhrxj,1266287757,1266892557,2010-02-16T02:35:57,2010-02-23T02:35:57,case_notes:_cancer,audio,bbc_radio_four,bbc_radio_four,b006th1n,0,[9300054:1:lifestyle_and_leisure.9200054:2:health_and_wellbeing],[disease.cancer.mark_porter_(doctor).lung_cancer.therapy]
b00qm8z8,1266367800,1266972600,2010-02-17T00:50:00,2010-02-24T00:50:00,a_history_of_the_world_in_100_objects:_old_world_new_powers_(1100_-_300_bc):_sphinx_of_taharqo,audio,bbc_radio_four,bbc_radio_four,b00nrtd2,0,[9100005:1:factual.9200055:2:history],[british_museum.sculpture.sudan.ancient_egypt]
b00r7m6h,1266429660,1267034460,2010-02-17T18:01:00,2010-02-24T18:01:00,3rd_and_bird:_series_1:_to_play_or_not_to_play!,video,cbeebies,cbeebies,b00cdv9q,0,[9100004:1:learning.9200037:2:pre-school.9100001:1:childrens.9200002:2:entertainment_and_comedy.9200999:2:animation],[]
b00qjwvw,1266461323,1267066123,2010-02-18T02:48:43,2010-02-25T02:48:43,face_the_facts:_payment_holiday,audio,bbc_radio_four,bbc_radio_four,b007tmlp,0,[9100005:1:factual.9200049:2:consumer],[money]
b00qykcf,1266526860,1267131660,2010-02-18T21:01:00,2010-02-25T21:01:00,simon_kings_shetland_diaries:_episode_3,video,bbc_two,bbc_two,,0,[dubbedaudiodescribed:1:audio_described.signed:1:signed.9100005:1:factual.9200059:2:science_and_nature],[killer_whale.gannet.twilight.wildlife.otter.high_speed_camera.shetland]
b00qn4b8,1266530520,1267135320,2010-02-18T22:02:00,2010-02-25T22:02:00,night_waves:_free_thinking_2009:_lionel_shriver/ian_mcmillan,audio,bbc_radio_three,bbc_radio_three,b006tp43,0,[9100005:1:factual.9200041:2:arts_culture_and_the_media.9200055:2:history.9200058:2:politics.9200059:2:science_and_nature.9100006:1:music.9100003:1:drama],[]
b00qm8zd,1266540600,1267145400,2010-02-19T00:50:00,2010-02-26T00:50:00,a_history_of_the_world_in_100_objects:_old_world_new_powers_(1100_-_300_bc):_paracas_textile,audio,bbc_radio_four,bbc_radio_four,b00nrtd2,0,[9100005:1:factual.9200055:2:history],[]
b00r40zf,1266542889,1267147689,2010-02-19T01:28:09,2010-02-26T01:28:09,question_time:_18/02/2010,video,bbc_one,bbc_one,b006t1q9,0,[9100007:1:news.9100005:1:factual.9200058:2:politics],[]
b00qzdq8,1266562268,1267167068,2010-02-19T06:51:08,2010-02-26T06:51:08,hardtalk:_sir_ian_mckellen_actor_and_gay_rights_campaigner,video,bbc_news24,bbc_news24,b006mg2m,0,[9100007:1:news],[]
p006jqlq,1266598393,1267203193,2010-02-19T16:53:13,2010-02-26T16:53:13,later_live..._with_jools_holland:_series_34:_episode_1:_yeah_yeah_yeahs_-_heads_will_roll,video,bbc_two,,b009w2w3,1,[9100006:1:music.9200070:2:rock_and_indie],[yeah_yeah_yeahs.yeah_yeah_yeahs]
p006jqvk,1266601172,1267205972,2010-02-19T17:39:32,2010-02-26T17:39:32,later_live..._with_jools_holland:_series_34:_episode_3:_bat_for_lashes_-_sleep_alone,video,bbc_two,,b009w2w3,1,[9100006:1:music],[bat_for_lashes.bat_for_lashes]
b00qqzzc,1266612720,1267217520,2010-02-19T20:52:00,2010-02-26T20:52:00,any_questions?:_19/02/2010,audio,bbc_radio_four,bbc_radio_four,b006qgvj,0,[9100005:1:factual.9200058:2:politics],[norfolk]
b00r3tsn,1266681660,1267286460,2010-02-20T16:01:00,2010-02-27T16:01:00,click:_20/02/2010,video,bbc_news24,bbc_news24,b006m9ry,0,[9100007:1:news.9100005:1:factual.9200059:2:science_and_nature],[]
b00qm35q,1266721324,1267326124,2010-02-21T03:02:04,2010-02-28T03:02:04,the_living_world:_the_deer_park,audio,bbc_radio_four,bbc_radio_four,b007qyz3,0,[9100005:1:factual.9200059:2:science_and_nature],[]
b00r39pc,1266782460,1267387260,2010-02-21T20:01:00,2010-02-28T20:01:00,banded_brothers:_episode_1,video,bbc_two,bbc_two,,0,[dubbedaudiodescribed:1:audio_described.signed:1:signed.9100005:1:factual.9200059:2:science_and_nature],[banded_mongoose.queen_elizabeth_national_park.warthog.mongoose.marabou_stork.rhinoceros_beetle]
p0067vwx,1266854520,1267459320,2010-02-22T16:02:00,2010-03-01T16:02:00,health_check:_22/02/2010,audio,bbc_world_service,bbc_world_service,p002vsyw,0,[9300054:1:lifestyle_and_leisure.9200054:2:health_and_wellbeing],[]
b00r41g3,1266856260,1267461060,2010-02-22T16:31:00,2010-03-01T16:31:00,copycats:_series_1:_episode_41,video,cbbc,cbbc,b00w0778,0,[9100001:1:childrens.9200002:2:entertainment_and_comedy.9200998:2:games_and_quizzes],[]
b00mk5wf,1266865140,1267469940,2010-02-22T18:59:00,2010-03-01T18:59:00,cbeebies_bedtime_stories:_what_pet_to_get?,video,cbeebies,cbeebies,,0,[9100004:1:learning.9200037:2:pre-school.9100001:1:childrens.9200002:2:entertainment_and_comedy],[]
b00r39qc,1266872460,1267477260,2010-02-22T21:01:00,2010-03-01T21:01:00,raymond_blancs_kitchen_secrets:_series_1:_fish,video,bbc_two,bbc_two,b00yk23k,0,[dubbedaudiodescribed:1:audio_described.signed:1:signed.9300054:1:lifestyle_and_leisure.9200052:2:food_and_drink.9200060:2:travel],[cooking.english_channel.fish_(food)]
b00r4t3s,1266872460,1267477260,2010-02-22T21:01:00,2010-03-01T21:01:00,panorama:_dying_for_a_biscuit,video,bbc_one,bbc_one,b006t14n,0,[signed:1:signed.9100007:1:news],[tropical_and_subtropical_moist_broadleaf_forests.borneo.global_warming.palm_oil.orangutan.rainforest.endangered_species]
b00qvh8h,1266893160,1267497960,2010-02-23T02:46:00,2010-03-02T02:46:00,the_real_hustle:_series_8:_undercover:_episode_8,video,bbc_three,bbc_three,b006m8mf,0,[9100005:1:factual.9200057:2:crime_and_justice],[confidence_trick]
b00qsvj1,1266919320,1267524120,2010-02-23T10:02:00,2010-03-02T10:02:00,a_history_of_the_world_in_100_objects:_the_world_in_the_age_of_confucius_(500_-_300_bc):_parthenon_sculpture:_centaur_and_lapith,audio,bbc_radio_four,bbc_radio_four,b00nrtd2,0,[9100005:1:factual.9200055:2:history],[british_museum.sculpture.ancient_greece]
b00n462s,1267016070,1267620870,2010-02-24T12:54:30,2010-03-03T12:54:30,panorama:_dying_to_be_treated?,video,bbc_one,bbc_one,b006t14n,0,[9100007:1:news],[]
b00nft24,1267016226,1267621026,2010-02-24T12:57:06,2010-03-03T12:57:06,question_time:_22/10/2009,video,bbc_one,bbc_one,b006t1q9,0,[9100007:1:news.9100005:1:factual.9200058:2:politics],[]
b00n0p0l,1267016243,1267621043,2010-02-24T12:57:23,2010-03-03T12:57:23,question_time:_24/09/2009,video,bbc_one,bbc_one,b006t1q9,0,[9100007:1:news.9100005:1:factual.9200058:2:politics],[]
b00r4sr2,1267029060,1267633860,2010-02-24T16:31:00,2010-03-03T16:31:00,copycats:_series_1:_episode_42,video,cbbc,cbbc,b00w0778,0,[9100001:1:childrens.9200002:2:entertainment_and_comedy.9200998:2:games_and_quizzes],[]
b00d9yz5,1267047120,1267651920,2010-02-24T21:32:00,2010-03-03T21:32:00,physics_rocks,audio,bbc_radio_four,bbc_radio_four,,0,[9100005:1:factual.9200059:2:science_and_nature],[ben_miller.john_barrowman.physics.eddie_izzard.big_bang.brian_cox_(physicist).cern.alan_alda]
b00qsvj3,1267059000,1267663800,2010-02-25T00:50:00,2010-03-04T00:50:00,a_history_of_the_world_in_100_objects:_the_world_in_the_age_of_confucius_(500_-_300_bc):_basse_yutz_flagons,audio,bbc_radio_four,bbc_radio_four,b00nrtd2,0,[9100005:1:factual.9200055:2:history],[celts.drink.bronze.british_museum]
b00qprnj,1267064905,1267669705,2010-02-25T02:28:25,2010-03-04T02:28:25,in_our_time:_the_indian_mutiny,audio,bbc_radio_four,bbc_radio_four,b006qykl,0,[9100005:1:factual.9200041:2:arts_culture_and_the_media.9200055:2:history],[india.victorian_era.history.19th_century]
b00r4tml,1267086360,1267691160,2010-02-25T08:26:00,2010-03-04T08:26:00,natural_born_hunters:_extreme,video,cbbc,cbbc,,0,[9100001:1:childrens.9200004:2:factual],[]
b00qsvj5,1267092120,1267696920,2010-02-25T10:02:00,2010-03-04T10:02:00,a_history_of_the_world_in_100_objects:_the_world_in_the_age_of_confucius_(500_-_300_bc):_olmec_stone_mask,audio,bbc_radio_four,bbc_radio_four,b00nrtd2,0,[9100005:1:factual.9200055:2:history],[mexico]
p006md5h,1267110865,1267715665,2010-02-25T15:14:25,2010-03-04T15:14:25,wonders_of_the_solar_system:_original_series:_physics_by_numbers,video,bbc_two,,b00w5mnn,1,[9100005:1:factual.9200059:2:science_and_nature],[video_clip]
b00r35qf,1267123089,1267727889,2010-02-25T18:38:09,2010-03-04T18:38:09,relic:_guardians_of_the_museum:_episode_6,video,cbbc,bbc_one,,0,[dubbedaudiodescribed:1:audio_described.9100001:1:childrens.9200002:2:entertainment_and_comedy.9200998:2:games_and_quizzes],[]
b00r3scr,1267140660,1267745460,2010-02-25T23:31:00,2010-03-04T23:31:00,the_real_hustle:_series_8:_undercover:_episode_10,video,bbc_three,bbc_three,b006m8mf,0,[9100005:1:factual.9200057:2:crime_and_justice],[confidence_trick]
b00mk5nf,1267210740,1267815540,2010-02-26T18:59:00,2010-03-05T18:59:00,cbeebies_bedtime_stories:_the_little_star_who_wished,video,cbeebies,cbeebies,,0,[9100004:1:learning.9200037:2:pre-school.9100001:1:childrens.9200002:2:entertainment_and_comedy],[]
b00qprhy,1267238016,1267842816,2010-02-27T02:33:36,2010-03-06T02:33:36,world_routes:_world_routes_in_istanbul:_aynur_erkan_ogur_kirike_and_rembetiko,audio,bbc_radio_three,bbc_radio_three,b006tnmp,0,[9100006:1:music.9200072:2:world],[istanbul.turkey.music_of_turkey]
b00njdb0,1267268160,1267872960,2010-02-27T10:56:00,2010-03-06T10:56:00,deadly_60:_series_one:_arizona,video,cbbc,cbbc,b00t2kc7,0,[signed:1:signed.9100001:1:childrens.9200004:2:factual],[]
b00f2y1h,1267356660,1267961460,2010-02-28T11:31:00,2010-03-07T11:31:00,big_and_small:_series_1:_the_worm_in_bigs_apple,video,cbeebies,cbeebies,b00nkbxp,0,[signed:1:signed.9100004:1:learning.9200037:2:pre-school],[]
p0069ch1,1267365720,1267970520,2010-02-28T14:02:00,2010-03-07T14:02:00,discovery:_whats_the_point_of_zoos?:_episode_2,audio,bbc_world_service,bbc_world_service,p002w557,0,[9100005:1:factual.9200059:2:science_and_nature],[african_wild_dog.snow_leopard.madagascar.new_york_city.zoo.lemur.gorilla.conservation_(ethic).bronx_zoo.wildlife_conservation_society]
b00r8g3w,1267380660,1267985460,2010-02-28T18:11:00,2010-03-07T18:11:00,banded_brothers:_episode_2,video,bbc_two,bbc_two,,0,[dubbedaudiodescribed:1:audio_described.signed:1:signed.9100005:1:factual.9200059:2:science_and_nature],[banded_mongoose]
b00r93yb,1267458660,1268063460,2010-03-01T15:51:00,2010-03-08T15:51:00,hoof_and_safety_with_nuzzle_and_scratch:_hot_stuff,video,cbeebies,cbeebies,,0,[signed:1:signed.9100004:1:learning.9200037:2:pre-school.9100001:1:childrens.9200002:2:entertainment_and_comedy],[]
b00r7mvg,1267461060,1268065860,2010-03-01T16:31:00,2010-03-08T16:31:00,copycats:_series_1:_episode_43,video,cbbc,cbbc,b00w0778,0,[9100001:1:childrens.9200002:2:entertainment_and_comedy.9200998:2:games_and_quizzes],[]
b00r92y6,1267477260,1268082060,2010-03-01T21:01:00,2010-03-08T21:01:00,panorama:_more_than_just_a_game,video,bbc_one,bbc_one,b006t14n,0,[signed:1:signed.9100007:1:news],[south_africa.fifa_world_cup.drug_addiction.slum.violence.gang]
b00r3r5h,1267477320,1268082120,2010-03-01T21:02:00,2010-03-08T21:02:00,analysis:_tea_party_politics,audio,bbc_radio_four,bbc_radio_four,b006r4vz,0,[9100005:1:factual],[united_states.politics_of_the_united_states]
b00qvm9m,1267497695,1268102495,2010-03-02T02:41:35,2010-03-09T02:41:35,case_notes:_parasites,audio,bbc_radio_four,bbc_radio_four,b006th1n,0,[9300054:1:lifestyle_and_leisure.9200054:2:health_and_wellbeing],[parasitism.disease.tropical_disease.mark_porter_(doctor)]
p006pt75,1267532731,1268137531,2010-03-02T12:25:31,2010-03-09T12:25:31,bbc_three_videos:_never_afraid_to_try_new_stuff,video,bbc_three,,p0063bqv,1,[],[]
b00qvqpz,1267583795,1268188595,2010-03-03T02:36:35,2010-03-10T02:36:35,in_our_time:_calvinism,audio,bbc_radio_four,bbc_radio_four,b006qykl,0,[9100005:1:factual.9200041:2:arts_culture_and_the_media.9200055:2:history],[religion.theology.16th_century]
b00qnqcz,1267631760,1268236560,2010-03-03T15:56:00,2010-03-10T15:56:00,dennis_and_gnasher:_first_aid_dennis,video,cbbc,cbbc,,0,[9100001:1:childrens.9200002:2:entertainment_and_comedy.9200999:2:animation],[]
p006dg3y,1267632120,1268236920,2010-03-03T16:02:00,2010-03-10T16:02:00,discovery:_extreme_persuasion,audio,bbc_world_service,bbc_world_service,p002w557,0,[9100005:1:factual.9200059:2:science_and_nature],[fraud.cognitive_science.psychology.persuasion.international_relations.industrial_relations.negotiation.game_theory]
b00r97pd,1267633860,1268238660,2010-03-03T16:31:00,2010-03-10T16:31:00,copycats:_series_1:_episode_44,video,cbbc,cbbc,b00w0778,0,[9100001:1:childrens.9200002:2:entertainment_and_comedy.9200998:2:games_and_quizzes],[]
b00r5yq6,1267709166,1268313966,2010-03-04T13:26:06,2010-03-11T13:26:06,primary_class_clips:_primary_dance:_dance_party,video,bbc_two,bbc_two,b00p6zjw,0,[9100004:1:learning.9200038:2:primary],[]
b00r985l,1267721703,1268326503,2010-03-04T16:55:03,2010-03-11T16:55:03,hoof_and_safety_with_nuzzle_and_scratch:_yucky_stuff,video,cbeebies,cbeebies,,0,[signed:1:signed.9100004:1:learning.9200037:2:pre-school.9100001:1:childrens.9200002:2:entertainment_and_comedy],[]
b00qtnxt,1267794060,1268398860,2010-03-05T13:01:00,2010-03-12T13:01:00,64_zoo_lane:_series_3:_the_story_of_lilys_little_brother,video,cbeebies,cbeebies,b0079wgb,0,[9100001:1:childrens.9200002:2:entertainment_and_comedy.9200999:2:animation],[]
p006lr3y,1267810894,1268415694,2010-03-05T17:41:34,2010-03-12T17:41:34,wonders_of_the_solar_system:_original_series:_wonders_of_the_solar_system_trailer,video,bbc_two,,b00w5mnn,1,[9100005:1:factual.9200059:2:science_and_nature],[]
b00r2fhb,1267822320,1268427120,2010-03-05T20:52:00,2010-03-12T20:52:00,any_questions?:_05/03/2010,audio,bbc_radio_four,bbc_radio_four,b006qgvj,0,[9100005:1:factual.9200058:2:politics],[]
b00r9xsn,1267822860,1268427660,2010-03-05T21:01:00,2010-03-12T21:01:00,gardeners_world:_2010/2011:_episode_1,video,bbc_two,bbc_hd,b006mw1h,0,[9300054:1:lifestyle_and_leisure.9200056:2:homes_and_gardens],[]
b00qzrv4,1267842649,1268447449,2010-03-06T02:30:49,2010-03-13T02:30:49,world_routes:_an_appalachian_road_trip:_music_from_georgia,audio,bbc_radio_three,bbc_radio_three,b006tnmp,0,[9100006:1:music.9200072:2:world],[music_of_the_united_states.georgia_(u.s._state).appalachian_mountains]
b00r323j,1267857120,1268461920,2010-03-06T06:32:00,2010-03-13T06:32:00,ramblings:_series_14:_shropshire_-_shrewsbury,audio,bbc_radio_four,bbc_radio_four,b006xrr2,0,[9100005:1:factual.9200059:2:science_and_nature.9300054:1:lifestyle_and_leisure.9200060:2:travel],[shropshire.grief.walking_in_the_united_kingdom]
b00rf10t,1267910160,1268514960,2010-03-06T21:16:00,2010-03-13T21:16:00,the_lure_of_las_vegas,video,bbc_two,bbc_two,,0,[dubbedaudiodescribed:1:audio_described.signed:1:signed.9100005:1:factual.9200041:2:arts_culture_and_the_media],[]
b00qyvdk,1267929219,1268534019,2010-03-07T02:33:39,2010-03-14T02:33:39,the_living_world:_crayfish,audio,bbc_radio_four,bbc_radio_four,b007qyz3,0,[9100005:1:factual.9200059:2:science_and_nature],[crayfish.austropotamobius_pallipes]
b00rdvnk,1267985460,1268590260,2010-03-07T18:11:00,2010-03-14T18:11:00,banded_brothers:_episode_3,video,bbc_two,bbc_two,,0,[dubbedaudiodescribed:1:audio_described.signed:1:signed.9100005:1:factual.9200059:2:science_and_nature],[]
b00rdxrw,1268010060,1268614860,2010-03-08T01:01:00,2010-03-15T01:01:00,click:_06/03/2010,video,bbc_news24,bbc_news24,b006m9ry,0,[9100007:1:news.9100005:1:factual.9200059:2:science_and_nature],[]
p006bpdn,1268015885,1268620685,2010-03-08T02:38:05,2010-03-15T02:38:05,the_interview:_27/02/2010_jeff_zucker,audio,bbc_world_service,bbc_world_service,p002vsnh,0,[9100005:1:factual],[]
p006f94l,1268050361,1268655161,2010-03-08T12:12:41,2010-03-15T12:12:41,the_velvet_claw:_strength_in_numbers:_top_dogs,video,bbc_one,,,1,[9100005:1:factual.9200059:2:science_and_nature.9300054:1:lifestyle_and_leisure.9200042:2:pets_and_animals],[pack_hunter.running.canidae]
p006t09k,1268050649,1268655449,2010-03-08T12:17:29,2010-03-15T12:17:29,scallywagga:_series_2:_episode_2:_charity_collection_technique,video,bbc_three,,b00r4r45,1,[9100098:1:comedy.9200011:2:sketch.9200129:2:character],[video_clip]
p006t0b0,1268050830,1268655630,2010-03-08T12:20:30,2010-03-15T12:20:30,scallywagga:_series_2:_episode_1:_chefs_ruining_the_estate,video,bbc_three,,b00r4r45,1,[9100098:1:comedy.9200011:2:sketch.9200129:2:character],[video_clip]
p005462n,1268051339,1268656139,2010-03-08T12:28:59,2010-03-15T12:28:59,in_our_time:_utopia,audio,bbc_radio_four,bbc_radio_four,b006qykl,0,[9100005:1:factual.9200041:2:arts_culture_and_the_media.9200055:2:history],[history.philosophy]
b00qtskv,1268053260,1268658060,2010-03-08T13:01:00,2010-03-15T13:01:00,64_zoo_lane:_series_3:_the_story_of_jamie_the_littlest_puffin,video,cbeebies,cbeebies,b0079wgb,0,[9100001:1:childrens.9200002:2:entertainment_and_comedy.9200999:2:animation],[]
p00547ms,1268057184,1268661984,2010-03-08T14:06:24,2010-03-15T14:06:24,in_our_time:_rome_and_european_civilization,audio,bbc_radio_four,bbc_radio_four,b006qykl,0,[9100005:1:factual.9200041:2:arts_culture_and_the_media.9200055:2:history],[rome.ancient_rome.history.william_shakespeare]
b00855lt,1268065813,1268670613,2010-03-08T16:30:13,2010-03-15T16:30:13,in_our_time:_avicenna,audio,bbc_radio_four,bbc_radio_four,b006qykl,0,[9100005:1:factual.9200041:2:arts_culture_and_the_media.9200055:2:history],[islam.middle_ages.medicine.philosophy.middle_east]
b0081kdb,1268066752,1268671552,2010-03-08T16:45:52,2010-03-15T16:45:52,in_our_time:_the_arabian_nights,audio,bbc_radio_four,bbc_radio_four,b006qykl,0,[9100005:1:factual.9200041:2:arts_culture_and_the_media.9200055:2:history],[cultural_history.middle_ages.18th_century.middle_east.europe.literature]
b00808w8,1268066764,1268671564,2010-03-08T16:46:04,2010-03-15T16:46:04,in_our_time:_antimatter,audio,bbc_radio_four,bbc_radio_four,b006qykl,0,[9100005:1:factual.9200041:2:arts_culture_and_the_media.9200055:2:history],[physics.20th_century.cosmology.history_of_science.paul_dirac]
b007zp21,1268066795,1268671595,2010-03-08T16:46:35,2010-03-15T16:46:35,in_our_time:_socrates,audio,bbc_radio_four,bbc_radio_four,b006qykl,0,[9100005:1:factual.9200041:2:arts_culture_and_the_media.9200055:2:history],[ethics.democracy.philosophy.plato.ancient_greece]
b0084kd8,1268066795,1268671595,2010-03-08T16:46:35,2010-03-15T16:46:35,in_our_time:_guilt,audio,bbc_radio_four,bbc_radio_four,b006qykl,0,[9100005:1:factual.9200041:2:arts_culture_and_the_media.9200055:2:history],[ethics.christianity.philosophy.psychology]
b007s1xs,1268066801,1268671601,2010-03-08T16:46:41,2010-03-15T16:46:41,in_our_time:_madame_bovary,audio,bbc_radio_four,bbc_radio_four,b006qykl,0,[9100005:1:factual.9200041:2:arts_culture_and_the_media.9200055:2:history],[ethics.cultural_history.france.19th_century.literature]
b007l3yq,1268067951,1268672751,2010-03-08T17:05:51,2010-03-15T17:05:51,in_our_time:_the_siege_of_orlÇans,audio,bbc_radio_four,bbc_radio_four,b006qykl,0,[9100005:1:factual.9200041:2:arts_culture_and_the_media.9200055:2:history],[catholicism.middle_ages.war.feminism.france.history]
b00r0sms,1268103596,1268708396,2010-03-09T02:59:56,2010-03-16T02:59:56,home_planet:_02/03/2010,audio,bbc_radio_four,bbc_radio_four,b006sdz0,0,[9100005:1:factual.9200059:2:science_and_nature],[]
b008md8x,1268129369,1268734169,2010-03-09T10:09:29,2010-03-16T10:09:29,in_our_time:_the_charge_of_the_light_brigade,audio,bbc_radio_four,bbc_radio_four,b006qykl,0,[9100005:1:factual.9200041:2:arts_culture_and_the_media.9200055:2:history],[russia.victorian_era.war.history.armed_forces.newspaper.great_britain.alfred_lord_tennyson]
b00g0nmw,1268129493,1268734293,2010-03-09T10:11:33,2010-03-16T10:11:33,in_our_time:_the_physics_of_time,audio,bbc_radio_four,bbc_radio_four,b006qykl,0,[9100005:1:factual.9200041:2:arts_culture_and_the_media.9200055:2:history.9200059:2:science_and_nature],[physics.cosmology.history_of_science]
p00547ls,1268133691,1268738491,2010-03-09T11:21:31,2010-03-16T11:21:31,in_our_time:_third_crusade,audio,bbc_radio_four,bbc_radio_four,b006qykl,0,[9100005:1:factual.9200041:2:arts_culture_and_the_media.9200055:2:history],[religion.middle_ages.history.middle_east]
b008drvm,1268134415,1268739215,2010-03-09T11:33:35,2010-03-16T11:33:35,in_our_time:_genetic_mutation,audio,bbc_radio_four,bbc_radio_four,b006qykl,0,[9100005:1:factual.9200041:2:arts_culture_and_the_media.9200055:2:history],[evolution.genetics.charles_darwin.history_of_science]
b0093z1k,1268144953,1268749753,2010-03-09T14:29:13,2010-03-16T14:29:13,in_our_time:_the_greek_myths,audio,bbc_radio_four,bbc_radio_four,b006qykl,0,[9100005:1:factual.9200041:2:arts_culture_and_the_media.9200055:2:history],[cultural_history.religion.literature.ancient_greece]
b00gd3wy,1268146146,1268750946,2010-03-09T14:49:06,2010-03-16T14:49:06,in_our_time:_darwin:_in_our_time:_darwin:_on_the_origin_of_species,audio,bbc_radio_four,bbc_radio_four,b006qykl,0,[9100005:1:factual.9200041:2:arts_culture_and_the_media.9200045:2:life_stories.9200055:2:history],[evolution.charles_darwin.scientist.victorian_era.19th_century.history_of_science]
